dma_code,dma_name,case,status,case_reason,mnf_start,mnf_end,current_mnf,baseline_mean,baseline_sd,threshold,watch_threshold,mk_z,mk_trend,mk_significant,cusum_h,cusum_breached,cusum_recent_breach,cusum_step_rapid,sustained_flow_breach,sustained_run_intervals,pressure_drop_confirmed,hard_threshold_breached,excess_per_hour,est_loss_per_day,base_win_len,r_eff_median,loss_factor_median,proximity_estimate,favad_volume_total,user_type,pipe_material,generated_at
DM-03-01-06-01,DM-03-01-06-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (106.8) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (112.8) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,00:00,02:00,106.75,99.942,11.733,123.407,111.675,2.147,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,46.93,False,False,False,False,2,True,False,4.308,103.38,14,0.0,0.00027,,103.38,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-01-06-02,DM-03-01-06-02,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 24 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,23:45,01:45,61.125,59.062,6.076,71.215,65.139,0.537,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,24.305,False,False,False,True,24,True,False,0.0,0.0,14,0.0,0.00275,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-01-08-01,DM-03-01-08-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:45,04:45,149.75,167.933,13.131,194.195,181.064,-1.252,ไม่มีแนวโน้มชัดเจน,False,52.525,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-01-01,DM-03-02-01-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (62.0) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (71.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:45,01:45,62.0,65.741,7.291,80.323,73.032,-1.706,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,29.163,False,False,False,False,5,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-02-01,DM-03-02-02-01,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 55 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,02:30,04:30,62.125,80.024,9.732,99.487,89.756,-1.431,ไม่มีแนวโน้มชัดเจน,False,38.926,False,False,False,True,55,True,False,0.0,0.0,14,3e-05,0.00032,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-03-01,DM-03-02-03-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (239.5) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (275.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:30,04:30,239.5,235.365,9.074,253.513,244.439,0.0,ไม่มีแนวโน้มชัดเจน,False,36.295,True,True,False,False,3,True,False,15.468,371.23,14,0.0,0.1,,371.23,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-06-01,DM-03-02-06-01,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 18 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,00:00,02:00,29.375,29.913,1.564,33.041,31.477,-0.988,ไม่มีแนวโน้มชัดเจน,False,6.255,False,False,False,True,18,True,False,0.42,10.08,14,0.0,0.06777,ไกลจาก RTU สัมพัทธ์ / ปลายสาย (> 2 กม. โดยประมาณ),10.08,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-07-01,DM-03-02-07-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (183.5) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (192.8) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,03:00,05:00,183.5,182.731,9.659,202.049,192.39,1.968,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,38.637,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-02-08-01,DM-03-02-08-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,127.125,137.567,5.533,148.634,143.101,-1.167,ไม่มีแนวโน้มชัดเจน,False,22.134,False,False,False,True,16,False,False,0.0,0.0,14,0.0,0.00032,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-01-01,DM-03-03-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:00,03:00,29.375,29.952,6.571,43.094,36.523,-0.716,ไม่มีแนวโน้มชัดเจน,False,26.284,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-02-01,DM-03-03-02-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:45,04:45,94.625,92.481,24.451,141.382,116.931,1.073,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,97.802,False,False,False,False,2,True,False,0.0,0.0,14,0.0,0.00168,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-03-01,DM-03-03-03-01,B,watch,Mann-Kendall ยืนยันแนวโน้มขึ้นต่อเนื่อง,02:00,04:00,44.125,33.154,3.537,40.228,36.691,1.789,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,14.149,True,True,True,False,5,False,False,9.346,224.31,14,0.0,3e-05,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),224.31,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-03-02,DM-03-03-03-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,104.625,88.308,8.783,105.874,97.091,-0.537,ไม่มีแนวโน้มชัดเจน,False,35.134,False,False,False,False,2,False,False,6.151,147.62,14,0.0,0.1,,147.62,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-06-01,DM-03-03-06-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:30,04:30,58.25,61.904,5.219,72.342,67.123,0.716,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,20.877,False,False,False,False,2,True,False,0.679,16.31,14,0.0,0.1,,16.31,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-07-02,DM-03-03-07-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:45,04:45,96.75,95.25,3.55,102.35,98.8,0.629,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,14.2,False,False,False,False,0,False,False,0.0,0.0,14,0.0,6.92857,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-10-01,DM-03-03-10-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:30,02:30,44.875,45.654,6.52,58.694,52.174,-1.073,ไม่มีแนวโน้มชัดเจน,False,26.081,False,False,False,False,3,True,False,0.0,0.0,14,0.0,0.00117,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-03-12-01,DM-03-03-12-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:00,05:00,95.25,169.99,7.149,184.289,177.14,-1.252,ไม่มีแนวโน้มชัดเจน,False,28.598,False,False,False,False,4,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-04-02-01,DM-03-04-02-01,A,alert,Flow สูงกว่าเกณฑ์ต่อเนื่อง 14 intervals + CUSUM ขยับฐานฉับพลันใน 1-2 วันล่าสุด + แรงดันตกยืนยัน,00:15,02:15,126.875,135.913,5.739,147.391,141.652,-2.425,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,22.954,True,False,True,True,14,True,False,0.0,0.0,14,0.0,0.00782,ไกลจาก RTU สัมพัทธ์ / ปลายสาย (> 2 กม. โดยประมาณ),0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-04-06-01,DM-03-04-06-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:00,05:00,79.0,86.74,4.083,94.906,90.823,0.179,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,16.331,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-04-07-01,DM-03-04-07-01,A,alert,Flow สูงกว่าเกณฑ์ต่อเนื่อง 42 intervals + CUSUM ขยับฐานฉับพลันใน 1-2 วันล่าสุด + แรงดันตกยืนยัน,00:00,02:00,65.0,29.144,3.86,36.863,33.004,2.862,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,15.438,True,True,True,True,42,True,False,23.064,553.54,14,1e-05,0.00031,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),553.54,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-01-01,DM-03-05-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:45,04:45,162.25,166.74,3.478,173.696,170.218,-0.449,ไม่มีแนวโน้มชัดเจน,False,13.911,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-02-01,DM-03-05-02-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,89.625,95.712,10.985,117.681,106.696,0.179,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,43.94,False,False,False,False,0,False,False,3.288,78.92,14,0.0,2.68681,,78.92,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-03-01,DM-03-05-03-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:15,01:15,51.25,64.759,1.68,68.119,66.439,-1.252,ไม่มีแนวโน้มชัดเจน,False,6.72,False,False,False,False,1,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-05-01,DM-03-05-05-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (179.1) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (206.6) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,00:00,02:00,179.125,185.231,3.258,191.747,188.489,-0.894,ไม่มีแนวโน้มชัดเจน,False,13.032,True,False,True,False,0,False,False,1.519,36.46,14,0.0,0.1,,36.46,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-08-01,DM-03-05-08-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:00,01:00,89.5,84.304,3.284,90.871,87.587,0.0,ไม่มีแนวโน้มชัดเจน,False,13.135,False,False,False,False,7,False,False,2.946,70.71,14,0.0,0.1,,70.71,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-11-01,DM-03-05-11-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:30,02:30,143.5,127.317,12.648,152.613,139.965,1.252,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,50.592,False,False,False,False,4,True,False,8.808,211.38,14,0.0,0.1,,211.38,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-05-12-01,DM-03-05-12-01,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),00:15,02:15,244.0,225.625,6.432,238.49,232.057,0.0,ไม่มีแนวโน้มชัดเจน,False,25.729,True,True,False,False,2,False,False,10.125,243.0,14,0.0,0.0341,ไกลจาก RTU สัมพัทธ์ / ปลายสาย (> 2 กม. โดยประมาณ),243.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-02-01,DM-03-06-02-01,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 8 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,19:00,21:00,32.875,94.482,29.51,153.502,123.992,-1.431,ไม่มีแนวโน้มชัดเจน,False,118.04,False,False,False,True,8,True,False,0.0,0.0,14,0.0,0.1,ไกลจาก RTU สัมพัทธ์ / ปลายสาย (> 2 กม. โดยประมาณ),0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-03-01,DM-03-06-03-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (274.0) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (300.9) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,01:45,03:45,274.0,280.192,8.003,296.198,288.195,1.431,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,32.012,True,True,False,False,4,False,False,5.016,120.38,14,0.0,0.00052,,120.38,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-04-01,DM-03-06-04-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (63.0) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (111.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:30,01:30,63.0,92.759,4.973,102.704,97.732,-2.065,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,19.89,True,False,False,False,2,False,False,0.0,0.0,14,0.0,2.71429,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-04-02,DM-03-06-04-02,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (55.2) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (61.6) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,21:30,23:30,55.25,53.857,2.112,58.082,55.969,-0.988,ไม่มีแนวโน้มชัดเจน,False,8.449,True,False,False,False,0,False,False,1.143,27.43,14,0.0,0.1,,27.43,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-04-03,DM-03-06-04-03,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (29.9) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (47.8) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:45,04:45,29.875,32.317,2.282,36.882,34.599,-0.629,ไม่มีแนวโน้มชัดเจน,False,9.129,True,False,True,False,4,False,False,0.349,8.38,14,2e-05,0.1,,8.38,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-05-02,DM-03-06-05-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:45,05:45,42.625,44.712,12.265,69.242,56.977,0.0,ไม่มีแนวโน้มชัดเจน,False,49.062,False,False,False,False,5,True,False,0.0,0.0,14,1e-05,0.00669,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-05-03,DM-03-06-05-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:15,05:15,113.0,87.529,14.564,116.657,102.093,0.0,ไม่มีแนวโน้มชัดเจน,False,58.257,False,False,False,False,3,True,False,15.638,375.31,14,1e-05,0.00265,,375.31,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-06-01,DM-03-06-06-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:30,02:30,79.125,79.481,8.494,96.469,87.975,1.61,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,33.976,False,False,False,False,1,False,False,4.353,104.46,14,0.0,0.1,,104.46,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-07-02,DM-03-06-07-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,37.375,50.125,4.762,59.649,54.887,0.716,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,19.048,False,False,False,False,0,False,False,1.375,33.0,14,7e-05,48.31868,,33.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-08-01,DM-03-06-08-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),21:15,23:15,1.0,52.402,33.707,119.816,86.109,-0.716,ไม่มีแนวโน้มชัดเจน,False,134.828,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-09-01,DM-03-06-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),04:15,06:15,8.5,14.501,13.428,41.356,27.929,-1.347,ไม่มีแนวโน้มชัดเจน,False,53.711,False,False,False,False,3,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-12-01,DM-03-06-12-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (37.2) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (72.8) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,03:00,05:00,37.25,62.019,10.324,82.667,72.343,-2.683,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,41.295,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-03-06-13-01,DM-03-06-13-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (31.6) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (60.2) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,03:15,05:15,31.625,33.462,2.772,39.005,36.233,-0.894,ไม่มีแนวโน้มชัดเจน,False,11.086,True,True,False,False,1,True,False,8.247,197.92,14,0.0,0.1,,197.92,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-01-01,DM-04-03-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,91.875,103.154,2.906,108.965,106.059,-0.179,ไม่มีแนวโน้มชัดเจน,False,11.623,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-01-02,DM-04-03-01-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:30,02:30,33.0,23.269,8.76,40.79,32.03,1.252,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,35.041,False,False,False,False,3,False,False,4.189,100.54,14,0.0,1e-05,,100.54,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-02-01,DM-04-03-02-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:30,03:30,67.625,67.548,2.422,72.392,69.97,-0.547,ไม่มีแนวโน้มชัดเจน,False,9.688,False,False,False,False,2,False,False,1.994,47.85,14,0.0,0.1,,47.85,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-04-01,DM-04-03-04-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:15,02:15,103.875,95.096,5.758,106.613,100.855,0.358,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,23.034,False,False,False,False,3,True,False,6.737,161.69,14,0.0,0.1,,161.69,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-09-01,DM-04-03-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:15,01:15,164.25,169.295,5.331,179.956,174.625,-1.073,ไม่มีแนวโน้มชัดเจน,False,21.322,False,False,False,False,5,True,False,0.289,6.93,14,0.0,0.1,,6.93,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-10-01,DM-04-03-10-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),21:30,23:30,160.125,159.446,6.284,172.014,165.73,0.0,ไม่มีแนวโน้มชัดเจน,False,25.136,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-11-01,DM-04-03-11-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:30,04:30,112.5,120.779,7.655,136.09,128.434,-0.894,ไม่มีแนวโน้มชัดเจน,False,30.622,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-03-12-01,DM-04-03-12-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:30,04:30,63.625,90.913,17.631,126.176,108.545,-0.716,ไม่มีแนวโน้มชัดเจน,False,70.524,False,False,False,False,1,True,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-05-01-01,DM-04-05-01-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (90.0) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (98.4) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:45,04:45,90.0,85.702,5.247,96.196,90.949,0.0,ไม่มีแนวโน้มชัดเจน,False,20.989,True,True,False,False,5,True,False,4.548,109.15,14,0.0,0.1,,109.15,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-05-03-01,DM-04-05-03-01,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 9 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,01:45,03:45,78.375,72.163,1.465,75.094,73.629,1.167,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,5.862,True,True,False,True,9,True,False,4.878,117.08,14,0.0,0.00465,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),117.08,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-05-07-01,DM-04-05-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,36.5,37.548,1.528,40.604,39.076,1.073,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,6.113,False,False,False,False,5,True,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-05-09-01,DM-04-05-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,60.375,62.904,1.631,66.167,64.535,-0.716,ไม่มีแนวโน้มชัดเจน,False,6.526,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-04-05-10-01,DM-04-05-10-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (99.4) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (107.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:15,04:15,99.375,99.644,1.361,102.367,101.005,-0.716,ไม่มีแนวโน้มชัดเจน,False,5.445,True,False,True,False,1,True,False,2.356,56.54,14,0.0,0.1,,56.54,RESIDENTIAL,PVC,2026-08-13 08:45:24
