dma_code,dma_name,case,status,case_reason,mnf_start,mnf_end,current_mnf,baseline_mean,baseline_sd,threshold,watch_threshold,mk_z,mk_trend,mk_significant,cusum_h,cusum_breached,cusum_recent_breach,cusum_step_rapid,sustained_flow_breach,sustained_run_intervals,pressure_drop_confirmed,hard_threshold_breached,excess_per_hour,est_loss_per_day,base_win_len,r_eff_median,loss_factor_median,proximity_estimate,favad_volume_total,user_type,pipe_material,generated_at
DM-11-08-12-02,DM-11-08-12-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:45,00:45,86.375,91.418,2.808,97.034,94.226,-0.808,ไม่มีแนวโน้มชัดเจน,False,11.232,False,False,False,False,3,False,False,0.0,0.0,14,1e-05,16.11538,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-08-13-02,DM-11-08-13-02,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (35.1) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (41.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,00:00,02:00,35.125,46.606,6.137,58.88,52.743,-2.147,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,24.549,False,False,False,False,1,False,False,0.0,0.0,14,2e-05,0.87508,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-08-14-01,DM-11-08-14-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:15,00:15,170.75,185.495,5.783,197.062,191.278,-1.527,ไม่มีแนวโน้มชัดเจน,False,23.134,False,False,False,False,4,False,False,0.0,0.0,14,0.0,29.32143,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-08-20-01,DM-11-08-20-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,94.5,93.221,4.652,102.524,97.873,1.527,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,18.606,False,False,False,False,2,False,False,0.696,16.69,14,1e-05,7.83778,,16.69,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-08-22-01,DM-11-08-22-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:15,00:15,91.125,91.793,1.959,95.711,93.752,0.0,ไม่มีแนวโน้มชัดเจน,False,7.836,False,False,False,False,4,False,False,0.0,0.0,14,2e-05,35.28571,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-58-01,DM-11-10-58-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:00,01:00,50.125,50.92,1.923,54.766,52.843,0.537,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,7.692,False,False,False,False,5,False,False,0.0,0.0,14,1e-05,0.19278,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-58-02,DM-11-10-58-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,114.25,114.346,3.104,120.554,117.45,0.358,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,12.416,False,False,False,False,4,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-62-01,DM-11-10-62-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:30,04:30,114.375,120.577,3.719,128.014,124.296,-0.09,ไม่มีแนวโน้มชัดเจน,False,14.875,False,False,False,False,0,False,False,0.0,0.0,14,0.0,3.78571,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-63-01,DM-11-10-63-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,107.875,106.24,5.134,116.508,111.374,0.0,ไม่มีแนวโน้มชัดเจน,False,20.535,False,False,False,False,1,False,False,2.843,68.23,14,0.0,0.1,,68.23,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-64-01,DM-11-10-64-01,A,alert,Flow สูงกว่าเกณฑ์ต่อเนื่อง 55 intervals + CUSUM ขยับฐานฉับพลันใน 1-2 วันล่าสุด + แรงดันตกยืนยัน,23:00,01:00,57.25,41.277,3.139,47.555,44.416,1.443,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,12.556,True,False,True,True,55,True,False,17.057,409.36,14,2e-05,0.00021,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),409.36,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-65-01,DM-11-10-65-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,126.75,131.385,2.647,136.679,134.032,-0.537,ไม่มีแนวโน้มชัดเจน,False,10.589,False,False,False,False,1,False,False,0.0,0.0,14,0.0,4.43956,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-69-01,DM-11-10-69-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:15,01:15,29.25,34.033,2.332,38.698,36.365,-0.179,ไม่มีแนวโน้มชัดเจน,False,9.33,False,False,False,False,4,False,False,0.0,0.0,14,4e-05,0.09368,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-69-02,DM-11-10-69-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:15,05:15,57.125,102.548,15.609,133.766,118.157,-0.537,ไม่มีแนวโน้มชัดเจน,False,62.435,False,False,False,False,0,False,False,0.0,0.0,14,0.0,3.14286,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-71-01,DM-11-10-71-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,48.75,65.442,16.681,98.805,82.124,-0.537,ไม่มีแนวโน้มชัดเจน,False,66.726,False,False,False,False,0,False,False,0.0,0.0,14,1e-05,13.96429,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-71-02,DM-11-10-71-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,33.875,33.231,2.162,37.554,35.392,0.629,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,8.647,False,False,False,False,6,True,False,1.228,29.46,14,0.00016,69.90934,,29.46,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-11-10-72-02,DM-11-10-72-02,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),00:00,02:00,61.125,41.173,13.145,67.464,54.318,-0.449,ไม่มีแนวโน้มชัดเจน,False,52.582,True,False,False,False,3,False,False,20.41,489.85,14,0.0,0.0,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),489.85,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-01-01-02,DM-12-01-01-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:00,00:00,96.0,97.955,2.546,103.047,100.501,0.449,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,10.183,False,False,False,False,1,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-01-03-02,DM-12-01-03-02,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (93.1) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (99.9) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,00:45,02:45,93.125,90.385,3.912,98.209,94.297,0.716,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,15.649,True,True,False,False,4,True,False,6.824,163.77,14,0.0,0.00482,,163.77,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-01-05-01,DM-12-01-05-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:45,03:45,114.75,120.692,4.352,129.396,125.044,-1.61,ไม่มีแนวโน้มชัดเจน,False,17.408,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-01-06-01,DM-12-01-06-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (29.2) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (34.2) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:30,01:30,29.25,28.527,1.201,30.929,29.728,2.425,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,4.804,True,True,True,False,3,True,False,2.682,64.36,14,3e-05,0.1,,64.36,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-01-07-01,DM-12-01-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:30,04:30,53.25,85.654,22.38,130.414,108.034,0.269,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,89.521,False,False,False,False,0,False,False,0.0,0.0,14,1e-05,4.54121,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-02-01-02,DM-12-02-01-02,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (84.9) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (100.0) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:45,01:45,84.875,94.268,4.404,103.075,98.672,-2.147,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,17.615,False,False,False,False,3,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-02-06-01,DM-12-02-06-01,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 16 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,02:00,04:00,126.25,100.202,7.157,114.516,107.359,1.61,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,28.627,True,False,False,True,16,True,False,26.173,628.15,14,0.0,5e-05,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),628.15,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-02-07-01,DM-12-02-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:45,00:45,115.125,149.484,14.07,177.623,163.553,-0.716,ไม่มีแนวโน้มชัดเจน,False,56.278,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-02-07-02,DM-12-02-07-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,108.75,139.74,14.123,167.986,153.863,0.0,ไม่มีแนวโน้มชัดเจน,False,56.491,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-02-08-02,DM-12-02-08-02,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),02:15,04:15,83.25,77.721,3.315,84.351,81.036,0.894,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,13.259,True,False,True,False,1,True,False,8.779,210.69,14,0.0,0.1,ไกลจาก RTU สัมพัทธ์ / ปลายสาย (> 2 กม. โดยประมาณ),210.69,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-01-02,DM-12-03-01-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:45,01:45,92.875,93.223,3.111,99.445,96.334,0.0,ไม่มีแนวโน้มชัดเจน,False,12.443,False,False,False,False,2,True,False,1.818,43.64,14,0.0,0.00691,,43.64,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-04-01,DM-12-03-04-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:30,03:30,25.25,27.779,2.99,33.759,30.769,0.269,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,11.96,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-04-02,DM-12-03-04-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),22:15,00:15,85.5,86.619,2.473,91.564,89.091,0.0,ไม่มีแนวโน้มชัดเจน,False,9.891,False,False,False,False,1,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-05-01,DM-12-03-05-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (80.5) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (105.2) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,17:30,19:30,80.5,86.688,8.14,102.967,94.827,-2.245,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,32.558,False,False,False,False,1,False,False,0.146,3.5,14,0.0,0.1,,3.5,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-07-01,DM-12-03-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),21:15,23:15,59.875,62.723,2.141,67.005,64.864,0.269,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,8.563,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-08-01,DM-12-03-08-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (36.4) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (39.4) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:00,04:00,36.375,37.433,1.392,40.216,38.824,-2.245,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,5.566,False,False,False,False,1,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-10-01,DM-12-03-10-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:00,01:00,45.125,50.0,4.054,58.108,54.054,-1.073,ไม่มีแนวโน้มชัดเจน,False,16.215,True,True,True,False,2,True,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-03-11-01,DM-12-03-11-01,A,alert,Flow สูงกว่าเกณฑ์ต่อเนื่อง 96 intervals + CUSUM ขยับฐานฉับพลันใน 1-2 วันล่าสุด + แรงดันตกยืนยัน,23:15,01:15,146.125,80.679,7.931,96.54,88.609,1.968,เพิ่มขึ้นต่อเนื่อง (มีนัยสำคัญ),True,31.723,True,True,True,True,96,True,False,74.238,1781.71,14,0.0,1e-05,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),1781.71,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-03-01,DM-12-04-03-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (55.4) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (76.6) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:15,04:15,55.375,66.798,3.784,74.365,70.582,-3.041,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,15.135,True,False,True,False,1,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-03-03,DM-12-04-03-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,51.625,52.0,12.911,77.822,64.911,1.073,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,51.644,False,False,False,False,2,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-04-03,DM-12-04-04-03,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (118.8) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (130.6) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:15,01:15,118.75,119.054,5.403,129.86,124.457,0.629,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,21.613,True,False,False,False,2,False,False,5.821,139.71,14,0.0,0.06219,,139.71,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-05-01,DM-12-04-05-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (148.4) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (159.1) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:30,04:30,148.375,150.173,2.743,155.659,152.916,0.716,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,10.971,True,True,False,False,3,False,False,4.244,101.85,14,0.0,0.00296,,101.85,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-05-02,DM-12-04-05-02,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (203.6) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (223.1) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:00,04:00,203.625,210.298,5.482,221.262,215.78,0.894,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,21.928,True,True,False,True,8,False,False,4.369,104.85,14,0.0,0.00597,,104.85,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-07-01,DM-12-04-07-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (157.5) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (171.5) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:45,04:45,157.5,155.212,4.617,164.445,159.828,-0.537,ไม่มีแนวโน้มชัดเจน,False,18.467,True,False,True,False,0,False,False,5.455,130.92,14,0.0,0.1,,130.92,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-07-02,DM-12-04-07-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),20:45,22:45,118.25,133.973,19.157,172.287,153.13,-0.894,ไม่มีแนวโน้มชัดเจน,False,76.629,False,False,False,False,1,False,False,0.0,0.0,14,1e-05,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-04-09-01,DM-12-04-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),21:45,23:45,34.5,43.366,9.746,62.858,53.112,-1.252,ไม่มีแนวโน้มชัดเจน,False,38.984,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-01-01,DM-12-05-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,87.125,87.298,7.421,102.14,94.719,0.902,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,29.683,False,False,False,False,2,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-03-01,DM-12-05-03-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:45,01:45,115.875,116.411,5.435,127.28,121.845,-0.894,ไม่มีแนวโน้มชัดเจน,False,21.738,False,False,False,False,2,False,False,2.339,56.14,14,0.0,0.1,,56.14,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-04-01,DM-12-05-04-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:30,01:30,31.5,32.384,1.366,35.117,33.75,0.729,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,5.466,False,False,False,False,4,False,False,0.241,5.79,14,0.0,0.1,,5.79,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-05-02,DM-12-05-05-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:15,05:15,3.75,5.663,3.57,12.803,9.233,0.0,ไม่มีแนวโน้มชัดเจน,False,14.279,False,False,False,False,1,False,False,0.0,0.0,14,0.0,0.00274,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-06-02,DM-12-05-06-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),19:30,21:30,93.625,89.018,3.904,96.826,92.922,1.347,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,15.617,False,False,False,False,1,False,False,2.399,57.57,14,0.0,0.1,,57.57,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-09-01,DM-12-05-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),20:15,22:15,92.5,95.232,18.487,132.206,113.719,1.073,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,73.948,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-05-10-01,DM-12-05-10-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (111.4) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (117.9) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,23:30,01:30,111.375,110.929,3.17,117.268,114.098,-2.147,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,12.678,True,False,False,False,3,False,False,1.28,30.71,14,0.0,0.02428,,30.71,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-01-01,DM-12-06-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:45,01:45,113.25,123.232,21.799,166.829,145.031,1.347,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,87.194,False,False,False,False,0,False,False,0.0,0.0,14,0.0,0.1,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-02-01,DM-12-06-02-01,C,ok,เคยมีสัญญาณผิดปกติ (Mann-Kendall/CUSUM สะสม) แต่ MNF ล่าสุด (29.5) ลดลงมาต่ำกว่า 70% ของพีคล่าสุด (34.6) แล้ว — น่าจะเป็นเหตุการณ์ที่จบไปแล้ว/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,01:30,03:30,29.5,28.317,2.561,33.439,30.878,-2.604,ลดลงต่อเนื่อง (มีนัยสำคัญ),True,10.242,True,False,False,False,5,True,False,2.474,59.38,14,0.0,0.02836,,59.38,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-03-02,DM-12-06-03-02,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),02:00,04:00,92.5,82.337,8.02,98.377,90.357,0.358,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,32.081,True,True,False,False,1,False,False,11.455,274.92,14,0.0,0.00402,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),274.92,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-04-01,DM-12-06-04-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:45,02:45,70.875,68.837,5.654,80.144,74.49,0.179,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,22.615,False,False,False,False,1,True,False,0.0,0.0,14,0.00047,624.61538,,0.0,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-05-01,DM-12-06-05-01,A,alert,Flow สูงกว่าเกณฑ์ต่อเนื่อง 11 intervals + CUSUM ขยับฐานฉับพลันใน 1-2 วันล่าสุด + แรงดันตกยืนยัน,14:00,16:00,137.375,84.589,5.268,95.125,89.857,0.894,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,21.071,True,False,True,True,11,True,False,33.494,803.86,14,0.0,0.00015,ใกล้ RTU สัมพัทธ์ (< 2 กม. โดยประมาณ),803.86,RESIDENTIAL,PVC,2026-08-13 08:45:24
DM-12-06-07-01,DM-12-06-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),23:00,01:00,41.875,38.562,2.677,43.917,41.24,1.347,มีแนวโน้มเพิ่มขึ้นเล็กน้อย (ยังไม่ชัดเจนพอ),False,10.708,False,False,False,False,1,True,False,2.021,48.5,14,0.0,0.1,,48.5,RESIDENTIAL,PVC,2026-08-13 08:45:24
